iteration,search_time,precision,recall,f1_score,specificity,far,frr
1,12.125055759039242,0.11478968792401628,0.3671875,0.17490179863551789,0.8716909884750029,0.12830901152499705,0.6328125
2,11.891742211999372,0.11480526530058352,0.3671875,0.1749198800785692,0.8717106557054636,0.12828934429453645,0.6328125
3,11.731137612019666,0.11478968792401628,0.3671875,0.17490179863551789,0.8716909884750029,0.12830901152499705,0.6328125
4,11.795650026004296,0.11521237617044375,0.3684895833333333,0.1755401633412592,0.8717696573968454,0.12823034260315463,0.6315104166666666
5,12.138418766029645,0.11478968792401628,0.3671875,0.17490179863551789,0.8716909884750029,0.12830901152499705,0.6328125
6,11.695616632991005,0.11506105834464044,0.3680555555555556,0.17531527806491626,0.8717303229359241,0.12826967706407583,0.6319444444444444
7,11.848029498010874,0.11521237617044375,0.3684895833333333,0.1755401633412592,0.8717696573968454,0.12823034260315463,0.6315104166666666
8,12.090890249994118,0.11478968792401628,0.3671875,0.17490179863551789,0.8716909884750029,0.12830901152499705,0.6328125
9,12.165336891019251,0.11521237617044375,0.3684895833333333,0.1755401633412592,0.8717696573968454,0.12823034260315463,0.6315104166666666
10,11.917350567004178,0.11478968792401628,0.3671875,0.17490179863551789,0.8716909884750029,0.12830901152499705,0.6328125
11,5.815200872020796,0.11492537313432835,0.3676215277777778,0.17510853835021709,0.8717106557054636,0.12828934429453645,0.6323784722222222
12,5.9424030859954655,0.11509229098805646,0.3680555555555556,0.17535153019023986,0.8717696573968454,0.12823034260315463,0.6319444444444444
13,6.050184715015348,0.115076672547157,0.3680555555555556,0.17533340225369584,0.8717499901663848,0.12825000983361523,0.6319444444444444
14,6.53240722004557,0.11478968792401628,0.3671875,0.17490179863551789,0.8716909884750029,0.12830901152499705,0.6328125
15,6.516303064010572,0.11506105834464044,0.3680555555555556,0.17531527806491626,0.8717303229359241,0.12826967706407583,0.6319444444444444
16,6.652191245986614,0.11478968792401628,0.3671875,0.17490179863551789,0.8716909884750029,0.12830901152499705,0.6328125
17,8.102008863002993,0.11486761710794298,0.3671875,0.1749922432516289,0.871789324627306,0.128210675372694,0.6328125
18,7.225301982020028,0.11492537313432835,0.3676215277777778,0.17510853835021709,0.8717106557054636,0.12828934429453645,0.6323784722222222
19,6.634874442010187,0.11478968792401628,0.3671875,0.17490179863551789,0.8716909884750029,0.12830901152499705,0.6328125
20,8.469458725012373,0.11512354059190877,0.3680555555555556,0.17538779731127196,0.8718089918577666,0.12819100814223341,0.6319444444444444
21,5.494437096000183,0.11506105834464044,0.3680555555555556,0.17531527806491626,0.8717303229359241,0.12826967706407583,0.6319444444444444
