iteration,search_time,precision,recall,f1_score
1,0.035599858998466516,1.0,0.6666666666666666,0.8
2,0.04790342800151848,1.0,0.6666666666666666,0.8
3,0.04397709099976055,1.0,0.6666666666666666,0.8
4,0.08387132800089603,1.0,0.6666666666666666,0.8
5,0.06812177699976019,1.0,0.6666666666666666,0.8
6,0.030758320999666466,1.0,0.6666666666666666,0.8
7,0.05673270999977831,1.0,0.6666666666666666,0.8
8,0.049981459000264294,1.0,0.6666666666666666,0.8
9,0.05483889899915084,1.0,0.6666666666666666,0.8
10,0.08218363999912981,1.0,0.6666666666666666,0.8
11,0.34062708300007216,1.0,0.6666666666666666,0.8
12,0.3503681670008518,1.0,0.6666666666666666,0.8
13,0.4829274100011389,1.0,0.6666666666666666,0.8
14,0.5032118660001288,1.0,0.6666666666666666,0.8
15,0.4328237370009447,1.0,0.6666666666666666,0.8
16,0.1498968710002373,1.0,0.6666666666666666,0.8
17,0.19640234299913573,1.0,0.6666666666666666,0.8
18,0.2083251689982717,1.0,0.6666666666666666,0.8
19,0.2830166759995336,1.0,0.6666666666666666,0.8
20,0.21971383599884575,1.0,0.6666666666666666,0.8
21,0.28113596700131893,1.0,0.6666666666666666,0.8
22,0.29376397200030624,1.0,0.6666666666666666,0.8
23,0.3124033439999039,1.0,0.6666666666666666,0.8
24,0.33747833400047966,1.0,0.6666666666666666,0.8
25,0.3029017879998719,1.0,0.6666666666666666,0.8
26,0.32064896100018814,1.0,0.6666666666666666,0.8
27,0.33702318300129264,1.0,0.6666666666666666,0.8
28,0.33455360799962364,1.0,0.6666666666666666,0.8
29,0.3430323510001472,1.0,0.6666666666666666,0.8
30,0.33767865499976324,1.0,0.6666666666666666,0.8
31,0.37650297400068666,1.0,0.6666666666666666,0.8
32,0.396207265999692,1.0,0.6666666666666666,0.8
33,0.38801655399947776,1.0,0.6666666666666666,0.8
34,0.427399833999516,1.0,0.6666666666666666,0.8
35,0.4196653740000329,1.0,0.6666666666666666,0.8
36,0.46478619200024696,1.0,0.6666666666666666,0.8
