iteration,search_time,precision,recall,f1_score
1,0.09434940899996036,0.0,0.0,0.0
2,0.0818199509999431,0.0,0.0,0.0
3,0.10283942399996704,0.0,0.0,0.0
4,0.15981397100017602,0.0,0.0,0.0
5,0.15938344500000312,0.0,0.0,0.0
6,0.16443485100012367,0.0,0.0,0.0
7,0.1674712349999936,0.0,0.0,0.0
8,0.221377197000038,0.0,0.0,0.0
9,0.23881135199985692,0.0,0.0,0.0
10,0.2424216700001125,0.0,0.0,0.0
11,0.2767133460001787,0.0,0.0,0.0
12,0.30083820599998035,1.0,0.6666666666666666,0.8
13,0.2967925610000748,1.0,0.6666666666666666,0.8
14,0.2960138139999344,1.0,0.6666666666666666,0.8
15,0.3083918629999971,1.0,0.6666666666666666,0.8
16,0.32119993799983604,1.0,0.6666666666666666,0.8
17,0.36570393100009824,1.0,0.6666666666666666,0.8
18,0.4756199829998877,1.0,0.6666666666666666,0.8
19,0.5312735509999129,1.0,0.6666666666666666,0.8
20,0.5352995939999801,1.0,0.6666666666666666,0.8
21,0.5372610140000234,1.0,0.6666666666666666,0.8
22,0.5369988980000926,1.0,0.6666666666666666,0.8
23,0.5426500390001365,1.0,0.6666666666666666,0.8
24,0.5597626750000018,1.0,0.6666666666666666,0.8
25,0.5564257730000008,1.0,0.6666666666666666,0.8
26,0.5593857519997982,1.0,0.6666666666666666,0.8
27,0.5776566580000235,1.0,0.6666666666666666,0.8
28,0.5604493169998932,1.0,0.6666666666666666,0.8
29,0.5707731420000073,1.0,0.6666666666666666,0.8
30,0.5816032970001288,1.0,0.6666666666666666,0.8
31,0.5916889079999237,1.0,0.6666666666666666,0.8
32,0.5921978379999473,1.0,0.6666666666666666,0.8
33,0.594052050999835,1.0,0.6666666666666666,0.8
34,0.6014691989998937,1.0,0.6666666666666666,0.8
35,0.5966109050000341,1.0,0.6666666666666666,0.8
36,0.6158009660000516,1.0,0.6666666666666666,0.8
37,0.6230111029999534,1.0,0.6666666666666666,0.8
38,0.6433445340001072,1.0,0.6666666666666666,0.8
39,0.6435728469998594,1.0,0.6666666666666666,0.8
40,0.6562695160000658,1.0,0.6666666666666666,0.8
41,0.6891642059999867,1.0,0.6666666666666666,0.8
42,0.7195322439999927,1.0,0.6666666666666666,0.8
43,0.74173808799992,1.0,0.6666666666666666,0.8
44,0.750483117000158,1.0,0.6666666666666666,0.8
45,0.7532876870000109,1.0,0.6666666666666666,0.8
46,0.7562433650000457,1.0,0.6666666666666666,0.8
47,0.8043683780001629,1.0,0.6666666666666666,0.8
48,0.765132302999973,1.0,0.6666666666666666,0.8
49,0.8151021270000456,1.0,0.6666666666666666,0.8
50,0.8294988989998728,1.0,0.6666666666666666,0.8
51,0.9291003260000252,1.0,0.6666666666666666,0.8
52,0.9163647549999041,1.0,0.6666666666666666,0.8
53,0.9334597909999047,1.0,0.6666666666666666,0.8
54,0.8570913690000452,1.0,0.6666666666666666,0.8
55,0.9103143899999395,1.0,0.6666666666666666,0.8
56,0.9296096569999008,1.0,0.6666666666666666,0.8
57,0.9461279569998169,1.0,0.6666666666666666,0.8
58,0.9348714759998984,1.0,0.6666666666666666,0.8
59,0.9371924160000162,1.0,0.6666666666666666,0.8
60,0.9482352840000203,1.0,0.6666666666666666,0.8
61,0.9239697160001015,1.0,0.6666666666666666,0.8
62,0.8829386330000943,1.0,0.6666666666666666,0.8
63,0.9328109509999649,1.0,0.6666666666666666,0.8
64,0.9398368770000616,1.0,0.6666666666666666,0.8
65,0.9233559790000072,1.0,0.6666666666666666,0.8
66,0.9343929460001164,1.0,0.6666666666666666,0.8
67,0.8098779120000472,1.0,0.6666666666666666,0.8
68,0.772852370999999,1.0,0.6666666666666666,0.8
69,0.735959037999919,1.0,0.6666666666666666,0.8
70,0.76404133799997,1.0,0.6666666666666666,0.8
71,0.6887537819998215,1.0,0.6666666666666666,0.8
72,0.6586020560000634,1.0,0.6666666666666666,0.8
73,0.640155840000034,1.0,0.6666666666666666,0.8
74,0.7196053489999485,1.0,0.6666666666666666,0.8
75,0.6602364549999038,1.0,0.6666666666666666,0.8
76,0.6429043059999913,1.0,0.6666666666666666,0.8
77,0.6715296390000276,1.0,0.6666666666666666,0.8
78,0.6283109240000613,1.0,0.6666666666666666,0.8
79,0.6442236870000215,1.0,0.6666666666666666,0.8
80,0.6567955470000015,1.0,0.6666666666666666,0.8
81,0.6228344920000382,1.0,0.6666666666666666,0.8
82,0.6541212860001906,1.0,0.6666666666666666,0.8
83,0.6211089879998326,1.0,0.6666666666666666,0.8
84,0.6315531190000456,1.0,0.6666666666666666,0.8
85,0.6189412569999604,1.0,0.6666666666666666,0.8
86,0.6313071049999053,1.0,0.6666666666666666,0.8
87,0.6064699010000822,1.0,0.6666666666666666,0.8
88,0.6047994010000366,1.0,0.6666666666666666,0.8
89,0.6092318690000411,1.0,0.6666666666666666,0.8
90,0.6702378610000324,1.0,0.6666666666666666,0.8
91,0.5981868009998834,1.0,0.6666666666666666,0.8
92,0.598437216000093,1.0,0.6666666666666666,0.8
93,0.6166845190000458,1.0,0.6666666666666666,0.8
94,0.6091323629998442,1.0,0.6666666666666666,0.8
95,0.6017334150001261,1.0,0.6666666666666666,0.8
96,0.6268828370000392,1.0,0.6666666666666666,0.8
97,0.605548545999909,1.0,0.6666666666666666,0.8
98,0.645023035000122,1.0,0.6666666666666666,0.8
99,0.6489178710000942,1.0,0.6666666666666666,0.8
100,0.6248798159999751,1.0,0.6666666666666666,0.8
search_time_mean,0.6162565660299992
search_time_std,0.2169297653291735
search_time_p90,0.9244827770000938
