iteration,search_time,precision,recall,f1_score,specificity,far,frr
1,19.089391585905105,0.9898033503277495,0.6638983878847093,0.7947368421052632,0.9997260434808133,0.0002739565191867405,0.33610161211529066
2,19.088149716961198,0.9898033503277495,0.6638983878847093,0.7947368421052632,0.9997260434808133,0.0002739565191867405,0.33610161211529066
3,19.072683797916397,0.9898033503277495,0.6638983878847093,0.7947368421052632,0.9997260434808133,0.0002739565191867405,0.33610161211529066
4,19.090556837967597,0.9898033503277495,0.6638983878847093,0.7947368421052632,0.9997260434808133,0.0002739565191867405,0.33610161211529066
5,19.091068180045113,0.9898033503277495,0.6638983878847093,0.7947368421052632,0.9997260434808133,0.0002739565191867405,0.33610161211529066
6,19.088816553005017,0.9898033503277495,0.6638983878847093,0.7947368421052632,0.9997260434808133,0.0002739565191867405,0.33610161211529066
7,19.090803763014264,0.9898033503277495,0.6638983878847093,0.7947368421052632,0.9997260434808133,0.0002739565191867405,0.33610161211529066
8,19.072007060982287,0.9898033503277495,0.6638983878847093,0.7947368421052632,0.9997260434808133,0.0002739565191867405,0.33610161211529066
9,19.090174328070134,0.9898033503277495,0.6638983878847093,0.7947368421052632,0.9997260434808133,0.0002739565191867405,0.33610161211529066
10,19.07742645998951,0.9898033503277495,0.6638983878847093,0.7947368421052632,0.9997260434808133,0.0002739565191867405,0.33610161211529066
11,15.509272304945625,0.9898033503277495,0.6638983878847093,0.7947368421052632,0.9997260434808133,0.0002739565191867405,0.33610161211529066
12,15.52151206007693,0.9898033503277495,0.6638983878847093,0.7947368421052632,0.9997260434808133,0.0002739565191867405,0.33610161211529066
13,17.638226983021013,0.9898033503277495,0.6638983878847093,0.7947368421052632,0.9997260434808133,0.0002739565191867405,0.33610161211529066
14,17.629667561966926,0.9898033503277495,0.6638983878847093,0.7947368421052632,0.9997260434808133,0.0002739565191867405,0.33610161211529066
15,17.633949176059105,0.9898033503277495,0.6638983878847093,0.7947368421052632,0.9997260434808133,0.0002739565191867405,0.33610161211529066
16,17.63339958502911,0.9898033503277495,0.6638983878847093,0.7947368421052632,0.9997260434808133,0.0002739565191867405,0.33610161211529066
17,20.29677472799085,0.9898033503277495,0.6638983878847093,0.7947368421052632,0.9997260434808133,0.0002739565191867405,0.33610161211529066
18,20.16313573298976,0.9898033503277495,0.6638983878847093,0.7947368421052632,0.9997260434808133,0.0002739565191867405,0.33610161211529066
19,20.238741412991658,0.9898033503277495,0.6638983878847093,0.7947368421052632,0.9997260434808133,0.0002739565191867405,0.33610161211529066
20,20.28742438205518,0.9898033503277495,0.6638983878847093,0.7947368421052632,0.9997260434808133,0.0002739565191867405,0.33610161211529066
21,14.35180100298021,0.9898033503277495,0.6638983878847093,0.7947368421052632,0.9997260434808133,0.0002739565191867405,0.33610161211529066
22,16.53657972998917,0.9898033503277495,0.6638983878847093,0.7947368421052632,0.9997260434808133,0.0002739565191867405,0.33610161211529066
23,19.1101657130057,0.9898033503277495,0.6638983878847093,0.7947368421052632,0.9997260434808133,0.0002739565191867405,0.33610161211529066
