iteration,search_time,precision,recall,f1_score,specificity,far,frr
1,4.626734665944241,0.9974358974358974,0.5069504778453519,0.6722350230414746,0.9998107255520505,0.0001892744479495268,0.49304952215464815
2,4.6216438070405275,0.9974358974358974,0.5069504778453519,0.6722350230414746,0.9998107255520505,0.0001892744479495268,0.49304952215464815
3,4.623493546969257,0.9974358974358974,0.5069504778453519,0.6722350230414746,0.9998107255520505,0.0001892744479495268,0.49304952215464815
4,4.63499148900155,0.9974358974358974,0.5069504778453519,0.6722350230414746,0.9998107255520505,0.0001892744479495268,0.49304952215464815
5,4.635961042018607,0.9974358974358974,0.5069504778453519,0.6722350230414746,0.9998107255520505,0.0001892744479495268,0.49304952215464815
6,4.622303340933286,0.9974358974358974,0.5069504778453519,0.6722350230414746,0.9998107255520505,0.0001892744479495268,0.49304952215464815
7,4.634497465915047,0.9974358974358974,0.5069504778453519,0.6722350230414746,0.9998107255520505,0.0001892744479495268,0.49304952215464815
8,4.636518469080329,0.9974358974358974,0.5069504778453519,0.6722350230414746,0.9998107255520505,0.0001892744479495268,0.49304952215464815
9,4.622708986978978,0.9974358974358974,0.5069504778453519,0.6722350230414746,0.9998107255520505,0.0001892744479495268,0.49304952215464815
10,4.624017194029875,0.9974358974358974,0.5069504778453519,0.6722350230414746,0.9998107255520505,0.0001892744479495268,0.49304952215464815
11,3.6382044260390103,0.9974358974358974,0.5069504778453519,0.6722350230414746,0.9998107255520505,0.0001892744479495268,0.49304952215464815
12,3.657966446946375,0.9974358974358974,0.5069504778453519,0.6722350230414746,0.9998107255520505,0.0001892744479495268,0.49304952215464815
13,4.139530227985233,0.9974358974358974,0.5069504778453519,0.6722350230414746,0.9998107255520505,0.0001892744479495268,0.49304952215464815
14,4.166096203029156,0.9974358974358974,0.5069504778453519,0.6722350230414746,0.9998107255520505,0.0001892744479495268,0.49304952215464815
15,4.189259951002896,0.9974358974358974,0.5069504778453519,0.6722350230414746,0.9998107255520505,0.0001892744479495268,0.49304952215464815
16,4.1687231779797,0.9974358974358974,0.5069504778453519,0.6722350230414746,0.9998107255520505,0.0001892744479495268,0.49304952215464815
17,4.79199152905494,0.9974358974358974,0.5069504778453519,0.6722350230414746,0.9998107255520505,0.0001892744479495268,0.49304952215464815
18,4.9180694540264085,0.9974358974358974,0.5069504778453519,0.6722350230414746,0.9998107255520505,0.0001892744479495268,0.49304952215464815
19,4.919643759028986,0.9974358974358974,0.5069504778453519,0.6722350230414746,0.9998107255520505,0.0001892744479495268,0.49304952215464815
20,4.759378848946653,0.9974358974358974,0.5069504778453519,0.6722350230414746,0.9998107255520505,0.0001892744479495268,0.49304952215464815
21,4.06834791903384,0.9974358974358974,0.5069504778453519,0.6722350230414746,0.9998107255520505,0.0001892744479495268,0.49304952215464815
22,3.936808608006686,0.9974358974358974,0.5069504778453519,0.6722350230414746,0.9998107255520505,0.0001892744479495268,0.49304952215464815
23,3.9873982979916036,0.9974358974358974,0.5069504778453519,0.6722350230414746,0.9998107255520505,0.0001892744479495268,0.49304952215464815
24,3.997127451002598,0.9974358974358974,0.5069504778453519,0.6722350230414746,0.9998107255520505,0.0001892744479495268,0.49304952215464815
25,4.425705002970062,0.9974358974358974,0.5069504778453519,0.6722350230414746,0.9998107255520505,0.0001892744479495268,0.49304952215464815
26,4.405640305951238,0.9974358974358974,0.5069504778453519,0.6722350230414746,0.9998107255520505,0.0001892744479495268,0.49304952215464815
