iteration,search_time,precision,recall,f1_score
1,0.053454398999747355,0.0,0.0,0.0
2,0.010279107998940162,0.0,0.0,0.0
3,0.038277992000075756,0.0,0.0,0.0
4,0.022452340999734588,0.0,0.0,0.0
5,0.099233485001605,0.0,0.0,0.0
6,0.08025213000291842,0.0,0.0,0.0
7,0.07427250900218496,0.0,0.0,0.0
8,0.06999779499892611,0.0,0.0,0.0
9,0.04593019700041623,0.0,0.0,0.0
10,0.06619722100003855,0.0,0.0,0.0
11,0.12786545400012983,0.0,0.0,0.0
12,0.10604405000049155,0.0,0.0,0.0
13,0.07300045100055286,0.0,0.0,0.0
14,0.05113923099997919,0.0,0.0,0.0
15,0.061531123999884585,0.0,0.0,0.0
16,0.09588419399733539,0.0,0.0,0.0
17,0.1238259809979354,0.0,0.0,0.0
18,0.1414761849991919,0.0,0.0,0.0
19,0.08763756199914496,0.0,0.0,0.0
20,0.08446192799965502,0.0,0.0,0.0
21,0.138135630000761,0.0,0.0,0.0
22,0.12637995300246985,0.0,0.0,0.0
23,0.084803492998617,0.0,0.0,0.0
24,0.1935628879982687,0.0,0.0,0.0
25,0.10410437899918179,0.0,0.0,0.0
26,0.12516574900291744,0.0,0.0,0.0
27,0.17134652100139647,0.0,0.0,0.0
28,0.10276954200162436,0.0,0.0,0.0
29,0.1912027450016467,0.0,0.0,0.0
30,0.20814092999717104,0.0,0.0,0.0
31,0.20021769300001324,0.0,0.0,0.0
32,0.11976671899901703,0.0,0.0,0.0
33,0.19256541800132254,0.0,0.0,0.0
34,0.1884861260004982,0.0,0.0,0.0
35,0.20954391999839572,0.0,0.0,0.0
36,0.11519640800179332,0.0,0.0,0.0
37,0.17799704200297128,0.0,0.0,0.0
38,0.18308632999833208,0.0,0.0,0.0
39,0.11896932099989499,0.0,0.0,0.0
40,0.03845802399882814,0.0,0.0,0.0
41,0.12096274999930756,0.0,0.0,0.0
42,0.18776600999990478,0.0,0.0,0.0
43,0.09675266499834834,0.0,0.0,0.0
44,0.1150936099984392,0.0,0.0,0.0
45,0.061613939000380924,0.0,0.0,0.0
46,0.19561292800062802,0.0,0.0,0.0
47,0.1135913910002273,0.0,0.0,0.0
48,0.12173641799745383,0.0,0.0,0.0
49,0.11118640000131563,0.0,0.0,0.0
50,0.07210317099816166,0.0,0.0,0.0
51,0.18294181000237586,0.0,0.0,0.0
52,0.20896760400137282,0.0,0.0,0.0
53,0.07869773800121038,0.0,0.0,0.0
54,0.04279699199832976,0.0,0.0,0.0
55,0.1217073990010249,0.0,0.0,0.0
56,0.20347635000143782,0.0,0.0,0.0
57,0.010750284000096144,0.0,0.0,0.0
58,0.009951582000212511,0.0,0.0,0.0
59,0.06984450200252468,0.0,0.0,0.0
60,0.007488788000046043,0.0,0.0,0.0
61,0.05909746700126561,0.0,0.0,0.0
62,0.11170928299907246,0.0,0.0,0.0
63,0.2042515880020801,0.0,0.0,0.0
64,0.021626667999953497,0.0,0.0,0.0
65,0.00654211900109658,0.0,0.0,0.0
66,0.1142571210002643,0.0,0.0,0.0
67,0.11592823200044222,0.0,0.0,0.0
68,0.009627622999687446,0.0,0.0,0.0
69,0.029774007998639718,0.0,0.0,0.0
70,0.022594203997869045,0.0,0.0,0.0
71,0.07061750700086122,0.0,0.0,0.0
72,0.07338695599901257,0.0,0.0,0.0
73,0.07058382499963045,0.0,0.0,0.0
74,0.18971676000001025,0.0,0.0,0.0
75,0.18936878000022261,0.0,0.0,0.0
76,0.006599558000743855,0.0,0.0,0.0
77,0.011356126000464428,0.0,0.0,0.0
78,0.014849118000711314,0.0,0.0,0.0
79,0.011899144999915734,0.0,0.0,0.0
80,0.011581489001400769,0.0,0.0,0.0
81,0.006468471001426224,0.0,0.0,0.0
82,0.007348273000388872,0.0,0.0,0.0
83,0.014846365000266815,0.0,0.0,0.0
84,0.013168687000870705,0.0,0.0,0.0
85,0.07212129300023662,0.0,0.0,0.0
86,0.01408508799795527,0.0,0.0,0.0
87,0.006433921000279952,0.0,0.0,0.0
88,0.010618290998536395,0.0,0.0,0.0
89,0.011039204000553582,0.0,0.0,0.0
90,0.028030828001647023,0.0,0.0,0.0
91,0.1862584579976101,0.0,0.0,0.0
92,0.02854155499881017,0.0,0.0,0.0
93,0.010008487999584759,0.0,0.0,0.0
94,0.00950029299929156,0.0,0.0,0.0
95,0.006218549999175593,0.0,0.0,0.0
96,0.006708447999699274,0.0,0.0,0.0
97,0.0069853690001764335,0.0,0.0,0.0
98,0.018139575997338397,0.0,0.0,0.0
99,0.021043787000962766,0.0,0.0,0.0
100,0.006480847001512302,0.0,0.0,0.0
search_time_mean,0.08465567868006474
search_time_std,0.06597304139602521
search_time_p90,0.18986535850017391
search_time_p95,0.20038062585008445
search_time_p99,0.20897336716134304
rps,106.61515795555654
total_time,0.9379529319994617
successful_requests,100.0
