iteration,search_time,precision,recall,f1_score
1,0.17409320600199862,0.42857142857142855,1.0,0.6
2,0.17193256500104326,0.42857142857142855,1.0,0.6
3,0.16751221400045324,0.42857142857142855,1.0,0.6
4,0.16840844099715468,0.42857142857142855,1.0,0.6
5,0.1775575920000847,0.42857142857142855,1.0,0.6
6,0.1793535510005313,0.42857142857142855,1.0,0.6
7,0.17717072300001746,0.42857142857142855,1.0,0.6
8,0.17640596700221067,0.42857142857142855,1.0,0.6
9,0.1678176790010184,0.42857142857142855,1.0,0.6
10,0.18275663399981568,0.42857142857142855,1.0,0.6
11,0.2366856500011636,0.42857142857142855,1.0,0.6
12,0.3358146050013602,0.42857142857142855,1.0,0.6
13,0.29991011200036155,0.42857142857142855,1.0,0.6
14,0.3387831809995987,0.42857142857142855,1.0,0.6
15,0.35622797700125375,0.42857142857142855,1.0,0.6
16,0.33925489600005676,0.42857142857142855,1.0,0.6
17,0.3272074749984313,0.42857142857142855,1.0,0.6
18,0.3375899099992239,0.42857142857142855,1.0,0.6
19,0.28855019000184257,0.42857142857142855,1.0,0.6
20,0.305076413002098,0.42857142857142855,1.0,0.6
21,0.2822460979987227,0.42857142857142855,1.0,0.6
22,0.3348702869989211,0.42857142857142855,1.0,0.6
23,0.00927613800013205,0.42857142857142855,1.0,0.6
24,0.2937273739989905,0.42857142857142855,1.0,0.6
25,0.2971829379966948,0.42857142857142855,1.0,0.6
26,0.3321486310014734,0.42857142857142855,1.0,0.6
27,0.2959601209986431,0.42857142857142855,1.0,0.6
28,0.33543649300190737,0.42857142857142855,1.0,0.6
29,0.3405648019979708,0.42857142857142855,1.0,0.6
30,0.33324287100185757,0.42857142857142855,1.0,0.6
31,0.3375728050014004,0.42857142857142855,1.0,0.6
32,0.29811264999807463,0.42857142857142855,1.0,0.6
33,0.3526515700032178,0.42857142857142855,1.0,0.6
34,0.006213722997927107,0.42857142857142855,1.0,0.6
35,0.30935341700023855,0.42857142857142855,1.0,0.6
36,0.3432386709973798,0.42857142857142855,1.0,0.6
37,0.30699456500224187,0.42857142857142855,1.0,0.6
38,0.07609327300087898,0.42857142857142855,1.0,0.6
39,0.07021153099776711,0.42857142857142855,1.0,0.6
40,0.34614561399939703,0.42857142857142855,1.0,0.6
41,0.3335887779976474,0.42857142857142855,1.0,0.6
42,0.005807997997180792,0.42857142857142855,1.0,0.6
43,0.3418423500006611,0.42857142857142855,1.0,0.6
44,0.3486089340003673,0.42857142857142855,1.0,0.6
45,0.3006720490011503,0.42857142857142855,1.0,0.6
46,0.33329783699809923,0.42857142857142855,1.0,0.6
47,0.06946700499975123,0.42857142857142855,1.0,0.6
48,0.009627829000237398,0.42857142857142855,1.0,0.6
49,0.34674200800145627,0.42857142857142855,1.0,0.6
50,0.33003752500007977,0.42857142857142855,1.0,0.6
51,0.33488877099807723,0.42857142857142855,1.0,0.6
52,0.33306917200025055,0.42857142857142855,1.0,0.6
53,0.008853498002281412,0.42857142857142855,1.0,0.6
54,0.3342561350000324,0.42857142857142855,1.0,0.6
55,0.3486959719994047,0.42857142857142855,1.0,0.6
56,0.008218443999794545,0.42857142857142855,1.0,0.6
57,0.011414288001105888,0.42857142857142855,1.0,0.6
58,0.3471402909999597,0.42857142857142855,1.0,0.6
59,0.33954025600178284,0.42857142857142855,1.0,0.6
60,0.3443118470022455,0.42857142857142855,1.0,0.6
61,0.0072375639974779915,0.42857142857142855,1.0,0.6
62,0.007491027001378825,0.42857142857142855,1.0,0.6
63,0.01034586199966725,0.42857142857142855,1.0,0.6
64,0.007903301000624197,0.42857142857142855,1.0,0.6
65,0.0065559470021980815,0.42857142857142855,1.0,0.6
66,0.009861982998700114,0.42857142857142855,1.0,0.6
67,0.013301162998686777,0.42857142857142855,1.0,0.6
68,0.012573492000228725,0.42857142857142855,1.0,0.6
69,0.01783122800043202,0.42857142857142855,1.0,0.6
70,0.008873885999491904,0.42857142857142855,1.0,0.6
71,0.01979025499895215,0.42857142857142855,1.0,0.6
72,0.008585908999521052,0.42857142857142855,1.0,0.6
73,0.010005961998103885,0.42857142857142855,1.0,0.6
74,0.04714259799948195,0.42857142857142855,1.0,0.6
75,0.008110779002890922,0.42857142857142855,1.0,0.6
76,0.009436065000045346,0.42857142857142855,1.0,0.6
77,0.01175349000186543,0.42857142857142855,1.0,0.6
78,0.030828356997517403,0.42857142857142855,1.0,0.6
79,0.010390888000983978,0.42857142857142855,1.0,0.6
80,0.03318577299796743,0.42857142857142855,1.0,0.6
81,0.008309987002576236,0.42857142857142855,1.0,0.6
82,0.022003392998158233,0.42857142857142855,1.0,0.6
83,0.009976946999813663,0.42857142857142855,1.0,0.6
84,0.010426271001051646,0.42857142857142855,1.0,0.6
85,0.009715760999824852,0.42857142857142855,1.0,0.6
86,0.008492045999446418,0.42857142857142855,1.0,0.6
87,0.008385492001252715,0.42857142857142855,1.0,0.6
88,0.01703811900006258,0.42857142857142855,1.0,0.6
89,0.010134498003026238,0.42857142857142855,1.0,0.6
90,0.011383941000531195,0.42857142857142855,1.0,0.6
